User_ID,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),age,gender,zip_code
705,Beverages,511,27.7,45.4,15.8,1.0,20.8,318,91,Snack,665,42,Female,9751
894,Meat,327,12.7,5.4,24.4,3.5,47.9,54,134,Lunch,646,64,Male,3011
651,Grains,229,4.1,36.0,21.1,2.0,22.5,875,181,Breakfast,264,69,Male,9751
352,Fruits,267,18.0,54.1,6.4,1.1,29.7,210,288,Dinner,751,61,Male,3141
790,Grains,479,45.6,83.8,32.4,5.3,6.5,749,36,Breakfast,707,77,Female,1075
508,Beverages,113,36.7,23.7,11.9,3.6,17.3,117,240,Dinner,667,51,Male,3578
845,Dairy,477,11.1,41.7,3.3,0.1,7.0,602,196,Breakfast,846,22,Male,1071
477,Snacks,218,28.4,48.9,44.1,3.2,43.7,23,0,Snack,374,58,Female,1006
63,Grains,548,46.9,74.8,38.9,1.2,20.4,714,70,Lunch,943,59,Female,3536
159,Fruits,127,14.4,14.5,4.4,9.0,7.2,24,101,Breakfast,465,44,Female,2027
851,Grains,199,4.1,54.8,21.9,3.8,41.9,867,299,Snack,801,69,Male,2580
233,Beverages,64,46.5,39.2,49.3,5.4,6.8,362,220,Snack,542,21,Female,3065
67,Beverages,130,39.0,80.1,15.7,6.1,5.2,239,251,Breakfast,565,73,Female,1002
761,Meat,567,41.3,73.2,27.7,1.8,34.3,408,167,Lunch,522,70,Female,9751
91,Vegetables,390,35.7,20.9,20.8,7.9,36.7,330,201,Breakfast,574,39,Female,3546
432,Dairy,384,18.3,74.2,23.1,2.0,24.4,388,38,Dinner,431,19,Female,3572
168,Snacks,201,14.7,87.2,12.3,8.0,4.2,720,81,Breakfast,473,46,Female,2539
734,Beverages,165,22.5,5.7,2.9,5.5,34.4,29,133,Dinner,948,31,Female,2570
236,Dairy,330,18.4,97.8,41.2,1.2,20.4,151,276,Snack,396,76,Female,3589
261,Grains,213,14.2,67.0,11.8,5.6,15.4,591,112,Lunch,195,48,Male,3568
139,Vegetables,214,26.4,27.5,40.1,1.0,19.7,346,268,Snack,752,59,Male,3010
937,Meat,273,37.2,51.0,20.6,7.2,46.5,208,128,Dinner,364,72,Female,2506
860,Fruits,551,10.2,49.8,2.1,8.7,43.2,784,203,Dinner,144,58,Male,3021
960,Grains,508,29.4,54.6,36.1,5.5,19.8,987,242,Lunch,871,40,Female,1000
975,Beverages,130,26.5,91.6,43.9,5.2,13.9,666,167,Lunch,325,51,Female,2570
70,Grains,384,14.0,38.2,21.9,9.7,15.7,499,285,Snack,858,20,Male,4810
174,Grains,259,16.7,49.1,23.7,3.5,21.1,827,288,Snack,832,37,Female,2547
593,Beverages,160,2.6,45.6,10.3,4.9,30.4,607,178,Lunch,956,36,Female,3500
134,Dairy,272,44.3,7.5,46.7,9.2,6.9,712,62,Dinner,792,80,Female,3503
466,Fruits,137,47.2,49.4,2.3,0.8,13.1,672,66,Dinner,285,79,Female,1013
812,Meat,449,44.3,76.2,39.8,5.5,5.1,828,231,Snack,168,54,Female,3048
748,Fruits,537,38.2,95.2,23.9,8.9,1.3,84,163,Lunch,256,21,Male,1002
325,Fruits,218,31.7,25.8,7.4,9.1,38.6,892,100,Snack,220,39,Female,3501
630,Beverages,347,31.9,40.4,24.8,1.5,34.4,149,47,Breakfast,929,62,Female,1082
850,Fruits,513,5.2,19.5,44.8,7.4,16.3,433,185,Breakfast,963,35,Male,3548
176,Vegetables,150,42.0,18.1,39.5,6.2,11.9,424,93,Dinner,399,21,Male,3524
36,Beverages,134,27.5,73.5,29.5,1.8,47.6,222,13,Breakfast,563,76,Female,8011
19,Vegetables,91,22.8,57.8,19.0,8.1,8.0,541,98,Snack,423,62,Female,6811
370,Meat,588,31.9,47.2,7.6,5.6,17.5,866,243,Lunch,998,58,Male,1021
232,Grains,95,16.5,34.3,47.4,2.9,9.5,460,94,Lunch,801,68,Female,1012
928,Snacks,230,39.5,46.0,43.2,9.6,27.5,674,161,Lunch,156,64,Female,6525
826,Snacks,373,48.7,82.9,32.3,3.4,49.8,950,237,Breakfast,832,23,Female,3512
446,Meat,289,20.1,49.7,29.4,2.3,37.3,428,231,Breakfast,754,21,Female,8443
903,Beverages,502,33.3,49.9,13.6,0.8,11.7,362,250,Breakfast,166,80,Male,3011
981,Meat,93,38.1,88.9,15.8,8.3,30.3,757,106,Dinner,524,51,Male,3588
205,Meat,275,19.7,34.6,24.8,8.5,29.8,699,22,Snack,683,41,Female,4807
598,Meat,338,10.8,92.5,31.3,4.1,38.0,196,40,Lunch,611,55,Female,3051
531,Fruits,226,34.4,71.9,31.0,2.7,12.0,169,279,Lunch,476,56,Male,2530
102,Fruits,243,19.8,35.1,5.6,6.1,0.5,44,97,Breakfast,409,19,Female,1097
812,Dairy,91,40.2,10.5,18.4,5.3,33.4,275,58,Dinner,395,38,Male,1056
696,Dairy,347,21.1,14.2,40.7,8.8,3.5,858,124,Snack,979,69,Male,3594
714,Snacks,298,34.0,24.4,20.6,5.9,23.2,819,179,Lunch,816,30,Female,3024
449,Vegetables,594,44.6,45.0,28.5,0.4,20.7,982,4,Breakfast,119,48,Male,2020
922,Meat,417,41.9,35.1,15.0,7.7,25.5,788,48,Breakfast,133,65,Male,1066
65,Meat,479,27.7,12.4,11.5,9.8,44.0,243,43,Snack,201,70,Male,9743
78,Grains,475,20.0,34.8,2.4,4.6,48.4,145,18,Snack,137,21,Male,2528
853,Grains,577,23.5,40.3,17.8,1.8,30.4,665,168,Breakfast,628,29,Female,2631
835,Grains,164,16.5,40.0,19.0,0.2,47.0,518,218,Snack,511,45,Male,3515
915,Fruits,179,8.7,78.8,32.4,3.8,44.9,380,248,Breakfast,724,37,Female,3514
320,Snacks,516,31.5,66.8,5.5,6.7,42.1,162,294,Snack,760,78,Male,1070
727,Vegetables,569,27.0,19.1,14.6,1.8,12.6,72,140,Snack,550,55,Female,3567
17,Beverages,247,45.5,25.9,17.6,5.8,32.6,331,235,Snack,740,29,Male,2540
444,Beverages,52,25.5,27.9,32.0,0.3,3.9,694,233,Lunch,861,36,Female,4803
324,Grains,438,34.9,45.7,11.7,5.3,34.1,989,37,Breakfast,412,20,Male,4800
450,Vegetables,217,22.7,60.7,14.4,9.3,47.3,302,38,Breakfast,976,29,Female,2589
12,Fruits,244,26.1,38.5,32.6,5.4,48.9,544,107,Breakfast,220,44,Female,3414
514,Beverages,439,7.0,57.1,38.5,8.8,22.1,253,15,Snack,221,59,Female,1050
781,Grains,135,20.8,7.6,28.1,7.1,39.1,322,224,Dinner,874,80,Male,2508
362,Vegetables,166,29.0,79.0,19.6,3.2,1.4,812,222,Dinner,600,68,Female,2520
720,Meat,381,18.9,10.4,5.0,1.1,17.5,509,248,Dinner,236,53,Male,3052
271,Vegetables,405,4.1,9.4,41.6,7.7,12.5,562,9,Snack,211,66,Female,3045
756,Snacks,355,27.6,61.1,12.3,2.2,31.8,568,288,Snack,363,77,Male,1049
600,Dairy,164,33.0,41.7,8.1,0.9,33.4,37,300,Dinner,799,28,Male,3037
18,Fruits,502,36.8,76.5,39.1,3.8,44.8,445,64,Breakfast,167,36,Male,9791
128,Vegetables,418,28.6,65.3,16.1,1.8,20.5,849,252,Dinner,926,30,Male,1016
289,Snacks,342,42.0,56.1,42.8,7.3,37.3,250,76,Dinner,646,77,Female,4801
137,Snacks,290,17.6,65.6,8.0,6.8,42.3,573,4,Snack,902,22,Male,2575
94,Meat,576,40.1,40.9,29.1,8.1,22.1,749,179,Lunch,473,63,Male,3003
256,Dairy,566,33.8,78.7,1.3,8.6,20.3,154,278,Lunch,1000,69,Male,1085
372,Grains,56,39.3,34.5,19.2,3.4,41.5,469,278,Lunch,117,52,Male,3559
288,Snacks,58,43.3,54.4,32.7,6.4,49.5,515,226,Lunch,191,18,Female,2563
456,Grains,267,39.8,24.2,25.8,3.6,22.7,921,259,Lunch,827,27,Female,2538
611,Vegetables,389,28.7,11.5,24.3,4.0,21.5,260,245,Snack,516,56,Male,1043
498,Dairy,261,40.8,27.4,35.0,3.8,43.8,286,8,Snack,631,39,Female,6828
901,Dairy,128,34.3,57.0,44.2,9.2,26.1,845,259,Dinner,258,62,Male,3590
648,Beverages,541,14.6,62.2,47.6,2.2,12.1,319,185,Breakfast,443,42,Female,3586
671,Vegetables,460,41.0,70.2,13.4,8.2,10.8,610,63,Dinner,258,59,Male,1055
137,Meat,451,15.0,55.0,24.6,4.9,31.3,534,227,Dinner,931,47,Female,1098
115,Snacks,168,26.3,26.0,40.4,1.6,24.9,62,154,Snack,274,30,Male,1093
658,Fruits,383,12.2,79.9,6.3,5.6,45.5,89,40,Lunch,276,51,Male,4815
398,Grains,545,13.7,9.5,5.2,6.8,20.4,401,148,Dinner,186,46,Male,6541
832,Snacks,465,4.7,87.2,26.5,2.3,18.0,326,76,Lunch,301,32,Female,1090
737,Grains,381,4.8,46.9,44.2,5.0,18.4,881,160,Breakfast,331,23,Female,3510
116,Grains,436,42.2,64.7,24.5,2.7,36.4,168,5,Lunch,526,51,Female,3051
469,Snacks,444,17.1,64.5,30.0,4.0,32.6,376,183,Dinner,330,27,Male,1001
451,Meat,306,22.7,97.4,11.3,2.2,1.3,357,48,Snack,684,37,Male,3544
234,Grains,467,9.1,6.4,34.1,6.4,36.6,505,52,Snack,331,20,Male,2507
527,Grains,461,43.3,97.6,27.8,6.7,29.0,883,232,Lunch,379,71,Female,3527
830,Fruits,64,42.9,29.8,26.8,4.7,31.0,114,278,Breakfast,241,28,Male,1027
105,Meat,340,33.0,63.6,15.8,5.5,15.2,157,162,Breakfast,189,79,Male,3043
712,Fruits,158,29.2,33.1,32.4,6.4,2.6,666,5,Snack,173,36,Female,1006
451,Grains,236,36.1,20.2,37.1,7.3,0.3,389,295,Snack,664,50,Female,2550
363,Snacks,436,38.5,22.9,16.8,0.2,16.1,660,135,Breakfast,152,21,Male,2551
716,Meat,515,19.5,38.5,40.0,6.5,0.3,544,240,Snack,183,48,Female,1083
867,Beverages,333,35.5,59.3,5.8,4.5,32.0,521,74,Snack,582,74,Female,2014
81,Fruits,56,41.9,77.4,29.2,1.2,17.0,552,30,Breakfast,937,26,Female,3006
613,Vegetables,209,7.2,46.5,19.6,5.6,49.2,899,183,Breakfast,984,72,Male,2572
703,Fruits,456,12.7,50.7,6.4,9.6,24.8,221,106,Dinner,430,71,Male,2589
51,Dairy,112,40.3,92.4,46.7,0.5,39.3,979,196,Dinner,736,32,Female,1053
383,Vegetables,548,33.7,89.8,3.5,0.7,24.3,809,170,Dinner,736,58,Female,3591
205,Fruits,161,1.9,11.4,18.9,2.2,37.3,319,156,Breakfast,332,23,Male,1043
438,Beverages,507,8.1,59.9,10.9,5.0,12.2,669,77,Lunch,282,20,Male,3578
367,Dairy,496,29.7,70.2,37.7,0.9,20.7,830,48,Breakfast,571,43,Female,3005
67,Grains,533,45.2,12.0,38.3,4.1,44.8,21,294,Lunch,175,45,Female,1068
421,Meat,461,1.5,74.6,14.0,0.3,43.5,544,281,Snack,841,23,Male,2520
55,Snacks,360,43.0,53.3,10.9,4.0,20.6,962,167,Lunch,694,77,Female,2019
253,Meat,239,43.3,82.1,15.7,4.7,47.4,752,84,Lunch,817,32,Female,3024
857,Dairy,510,3.5,31.3,45.5,5.0,28.6,279,98,Snack,249,42,Female,3056
472,Dairy,120,2.6,59.2,9.9,2.4,4.4,856,57,Snack,159,58,Male,3509
953,Grains,538,37.4,88.4,13.4,0.8,20.3,400,205,Lunch,756,75,Male,3077
473,Grains,564,14.0,22.6,36.8,3.2,34.9,168,173,Snack,770,40,Male,2061
619,Vegetables,534,34.2,30.8,19.6,6.3,15.4,652,154,Breakfast,671,47,Female,2506
132,Beverages,422,47.9,15.4,44.7,0.8,19.6,229,85,Snack,603,34,Male,2524
845,Snacks,214,12.7,58.5,35.7,6.4,19.5,404,30,Snack,686,52,Female,1007
813,Meat,219,32.7,20.9,8.9,8.3,35.4,815,145,Breakfast,943,19,Female,1078
435,Dairy,463,15.4,51.3,43.2,8.2,5.6,153,86,Snack,346,68,Male,2595
644,Beverages,481,9.7,45.0,6.0,6.4,41.2,593,18,Dinner,117,52,Female,8232
187,Beverages,160,15.9,66.2,16.7,1.1,26.1,963,93,Lunch,935,53,Male,3019
229,Fruits,136,26.6,48.4,18.8,5.0,25.4,635,228,Snack,707,52,Female,4803
397,Snacks,148,1.9,60.6,40.8,5.4,32.3,217,203,Dinner,628,52,Female,1073
477,Beverages,373,19.3,41.1,4.2,0.5,28.0,861,70,Breakfast,897,58,Female,1009
566,Grains,310,35.2,6.6,28.1,0.6,40.9,512,171,Dinner,900,48,Male,2542
296,Snacks,152,12.8,38.0,24.9,0.8,31.5,379,179,Snack,217,51,Female,1017
51,Grains,590,30.2,80.4,44.9,2.3,11.6,558,232,Breakfast,788,57,Female,2611
287,Meat,250,49.0,30.9,23.0,9.4,43.2,453,248,Breakfast,639,36,Male,1087
41,Meat,64,18.7,96.6,41.2,6.3,0.2,323,46,Snack,262,62,Male,3515
843,Fruits,211,43.8,94.3,17.4,7.1,6.2,523,156,Dinner,730,73,Female,1079
563,Beverages,357,42.9,19.4,25.6,3.8,4.8,303,33,Breakfast,379,27,Male,2569
72,Snacks,220,1.4,8.2,11.1,2.5,16.2,695,139,Snack,383,57,Male,1077
695,Dairy,111,2.6,86.0,49.7,5.9,6.8,798,160,Snack,607,42,Female,1045
604,Meat,467,48.0,17.7,26.2,3.4,43.0,219,101,Dinner,220,44,Female,4817
300,Snacks,243,3.1,15.6,31.7,8.3,18.7,607,179,Dinner,704,33,Female,3418
708,Meat,227,16.8,41.0,30.7,8.0,29.6,499,258,Lunch,862,59,Female,3521
656,Beverages,265,13.6,50.7,26.1,3.8,31.6,253,203,Lunch,328,71,Male,3515
913,Fruits,174,22.9,54.9,32.1,2.5,5.9,255,56,Lunch,665,38,Male,8221
69,Beverages,444,12.9,68.7,10.6,4.5,5.3,692,253,Lunch,186,74,Female,3402
473,Grains,174,20.2,84.7,24.7,9.6,35.2,876,39,Snack,221,61,Male,1097
327,Meat,266,32.2,5.2,18.2,2.0,0.1,495,130,Breakfast,785,55,Female,3071
181,Meat,196,42.3,36.4,19.0,5.8,31.8,257,119,Snack,750,39,Male,2537
876,Vegetables,133,20.1,94.2,22.0,7.3,33.5,245,72,Breakfast,907,62,Female,3585
475,Fruits,516,1.5,7.3,32.6,1.9,25.8,892,265,Lunch,126,21,Female,3532
586,Grains,360,31.6,83.0,18.9,7.5,15.7,120,139,Breakfast,562,18,Male,4816
143,Dairy,383,42.2,44.0,24.4,2.6,40.4,208,84,Lunch,163,76,Female,1029
453,Dairy,142,28.1,25.1,11.6,5.3,24.8,96,256,Dinner,455,25,Female,1341
432,Dairy,115,20.9,10.2,42.6,8.6,4.6,326,25,Lunch,684,39,Female,6221
384,Grains,466,26.9,44.7,30.2,8.6,10.6,992,13,Lunch,780,21,Female,3506
46,Snacks,238,50.0,43.4,8.4,0.9,34.8,423,256,Breakfast,412,35,Female,2525
136,Vegetables,543,5.0,81.3,21.7,7.4,43.5,579,80,Snack,188,19,Male,3025
47,Dairy,289,44.9,82.2,25.5,5.8,28.8,968,135,Lunch,825,27,Female,1083
76,Dairy,401,2.4,65.8,5.2,1.3,28.5,745,247,Lunch,637,79,Female,3535
391,Snacks,71,18.8,81.5,48.9,0.1,18.2,882,185,Breakfast,727,28,Male,3049
638,Dairy,489,32.9,22.1,33.6,9.2,18.4,641,282,Lunch,929,38,Female,3005
705,Vegetables,113,36.0,23.3,18.9,4.3,29.1,11,178,Dinner,957,79,Male,7607
18,Meat,73,25.5,27.9,18.0,1.0,44.1,591,13,Dinner,647,72,Female,9711
76,Beverages,459,24.1,72.6,12.0,4.5,9.4,37,240,Snack,215,29,Male,2501
882,Dairy,141,32.9,12.0,12.3,7.7,32.4,22,118,Lunch,602,48,Female,1038
315,Beverages,106,20.3,21.0,41.7,5.5,19.8,23,40,Lunch,799,50,Female,1041
848,Grains,572,11.9,61.1,26.8,4.5,20.1,518,78,Dinner,876,19,Female,3015
107,Snacks,410,12.4,77.2,47.8,4.1,46.1,465,82,Snack,752,67,Female,8442
747,Meat,406,31.5,72.3,3.6,9.2,36.2,871,275,Dinner,391,41,Male,1048
599,Dairy,351,35.7,43.8,16.5,2.5,49.1,72,245,Breakfast,492,30,Female,3040
129,Fruits,523,7.6,13.0,25.8,1.9,13.5,931,125,Snack,377,52,Female,9405
534,Fruits,582,29.3,48.0,39.9,0.8,38.9,644,193,Dinner,855,46,Female,3573
268,Snacks,152,16.3,77.1,28.6,5.6,25.9,847,125,Snack,304,60,Female,2013
773,Meat,139,44.5,87.0,1.8,5.1,27.4,354,218,Dinner,543,49,Female,3201
5,Grains,522,36.3,85.9,8.1,7.0,1.2,91,141,Dinner,701,31,Male,2537
222,Dairy,60,4.0,14.5,48.5,9.4,34.3,352,18,Dinner,146,34,Male,2518
868,Dairy,438,40.9,14.7,12.0,1.5,33.7,40,85,Lunch,663,35,Female,3011
974,Grains,311,44.8,14.7,3.1,1.3,10.7,60,251,Breakfast,844,77,Female,1052
394,Vegetables,134,2.2,53.2,22.4,2.1,0.6,198,118,Lunch,228,49,Male,8443
860,Meat,134,22.7,97.1,11.7,3.4,40.6,434,261,Dinner,500,32,Female,3012
759,Grains,75,2.8,91.9,3.4,0.6,3.8,632,67,Snack,504,18,Female,2563
427,Fruits,146,30.3,95.4,38.8,5.0,27.0,849,167,Lunch,295,29,Female,9931
862,Dairy,363,36.6,79.3,3.1,8.2,47.8,86,123,Lunch,249,43,Female,1028
724,Grains,469,31.6,13.1,49.5,8.5,7.6,194,79,Snack,262,22,Male,2529
720,Dairy,571,8.0,8.8,31.3,0.4,46.1,640,227,Snack,103,76,Female,3044
890,Snacks,179,41.3,33.2,23.1,7.1,20.9,643,129,Dinner,293,37,Male,3223
39,Beverages,314,6.8,32.6,48.7,2.0,9.2,768,105,Breakfast,198,55,Male,3821
197,Beverages,275,17.3,88.4,6.6,6.8,31.9,363,264,Lunch,203,31,Male,9901
637,Fruits,475,14.0,49.1,45.4,9.6,35.3,493,220,Lunch,638,72,Female,2537
150,Beverages,457,38.1,65.0,17.4,1.0,19.3,1,154,Dinner,882,40,Female,4901
833,Snacks,435,45.8,55.4,3.1,1.3,20.4,183,64,Breakfast,528,24,Male,2526
872,Dairy,516,23.0,73.6,28.9,9.2,8.9,569,64,Snack,400,80,Male,5011
500,Grains,180,13.5,64.4,5.2,4.6,23.6,24,229,Dinner,711,18,Male,4801
75,Fruits,429,17.7,38.5,22.5,2.7,19.6,290,47,Dinner,831,52,Male,1097
441,Meat,356,34.4,48.1,30.8,3.8,27.3,568,286,Breakfast,360,53,Male,3048
111,Beverages,240,43.6,33.5,15.2,1.2,23.2,100,267,Dinner,653,49,Female,2569
839,Beverages,137,38.1,93.5,29.0,9.3,17.0,286,208,Lunch,507,43,Female,1014
709,Fruits,522,45.8,28.7,10.7,1.4,17.6,469,258,Snack,759,28,Male,3593
61,Grains,490,47.3,31.6,21.4,9.0,35.0,401,224,Lunch,711,45,Female,6221
453,Fruits,168,33.3,66.1,34.1,5.6,19.5,198,85,Dinner,461,79,Female,2504
531,Meat,356,5.5,56.0,28.6,5.1,29.9,839,194,Breakfast,932,43,Male,9751
162,Meat,92,40.9,20.7,2.3,3.6,6.2,438,244,Lunch,468,39,Female,3512
825,Beverages,389,16.1,57.6,34.7,9.2,41.9,234,229,Dinner,859,30,Female,4818
12,Beverages,208,41.1,59.8,40.3,5.2,48.5,959,8,Dinner,680,66,Male,3527
35,Vegetables,465,14.1,69.6,49.9,7.9,46.6,701,269,Dinner,976,33,Male,2019
831,Vegetables,386,36.8,18.5,16.5,4.7,44.2,50,210,Snack,197,50,Male,3531
824,Beverages,549,11.9,82.9,38.5,4.2,3.4,404,69,Dinner,664,58,Female,3400
811,Vegetables,579,20.9,43.4,41.6,7.1,30.7,718,24,Dinner,470,23,Male,3584
75,Snacks,561,45.1,97.0,12.7,0.7,33.7,970,264,Dinner,719,61,Female,1032
775,Vegetables,349,1.9,46.1,5.5,7.8,0.2,934,116,Lunch,805,55,Male,3578
882,Meat,340,27.3,86.0,42.7,5.4,29.3,634,73,Snack,465,40,Male,3572
657,Dairy,368,6.4,39.0,17.4,8.7,40.7,686,257,Lunch,775,53,Female,1018
10,Fruits,128,22.6,21.4,23.3,5.9,43.2,30,177,Lunch,699,33,Male,3539
941,Dairy,194,24.9,84.8,32.9,9.2,46.2,869,31,Lunch,995,75,Female,3040
387,Beverages,397,3.4,81.8,4.5,5.8,19.5,23,126,Snack,330,29,Female,3599
160,Meat,132,48.8,41.9,37.1,6.5,39.9,363,17,Lunch,699,34,Female,2565
209,Vegetables,527,49.8,70.3,32.9,5.6,6.1,474,185,Snack,709,39,Male,2570
376,Vegetables,133,19.8,81.4,5.8,4.7,37.1,195,47,Lunch,393,78,Female,3562
47,Dairy,124,4.3,17.2,13.4,5.7,22.4,700,184,Breakfast,319,23,Male,6221
332,Dairy,453,14.8,90.5,19.3,3.1,8.9,735,16,Lunch,380,54,Male,1099
921,Snacks,51,44.7,53.3,34.5,2.1,39.9,604,78,Snack,328,35,Female,2543
575,Dairy,83,9.0,5.9,46.8,4.5,15.4,551,268,Dinner,762,70,Female,1029
630,Snacks,141,10.9,44.1,15.8,9.5,16.1,605,33,Dinner,718,61,Male,6531
161,Fruits,533,22.7,75.7,30.7,5.2,38.3,429,124,Breakfast,357,62,Male,2529
452,Snacks,147,44.4,66.6,48.7,8.8,12.1,720,169,Snack,917,74,Female,3543
589,Vegetables,263,33.4,9.3,17.1,7.8,25.4,17,93,Dinner,755,41,Male,3501
641,Grains,497,18.0,70.8,42.8,9.5,30.5,665,7,Snack,848,31,Female,3023
495,Vegetables,371,14.3,95.3,35.9,9.3,41.5,743,51,Lunch,474,24,Female,3410
515,Dairy,596,42.0,50.2,45.4,7.4,31.6,671,150,Dinner,636,41,Male,2501
282,Meat,524,48.8,5.5,11.7,1.2,5.8,355,63,Snack,448,70,Female,1078
626,Snacks,269,37.4,34.8,19.6,2.9,8.5,389,196,Snack,102,25,Male,2597
394,Vegetables,68,25.2,34.0,9.9,0.4,37.2,989,173,Breakfast,695,53,Male,1341
954,Snacks,538,11.1,62.9,29.2,5.4,2.4,342,11,Breakfast,991,48,Female,4803
198,Beverages,380,45.3,85.3,11.5,8.2,33.0,518,114,Snack,396,30,Female,2631
574,Fruits,243,27.7,27.9,16.1,9.4,2.8,928,106,Snack,772,68,Female,8911
231,Dairy,531,41.6,44.4,32.4,6.8,42.2,994,294,Lunch,102,65,Male,8221
919,Dairy,200,40.6,52.5,12.5,4.3,13.8,875,26,Snack,413,27,Male,8011
582,Grains,120,13.8,33.9,42.1,5.7,29.5,711,255,Lunch,862,40,Female,1083
912,Fruits,158,47.8,82.8,19.2,3.7,41.2,487,210,Snack,804,53,Female,1016
981,Meat,175,20.1,26.6,17.7,3.2,2.5,937,175,Breakfast,104,44,Female,2501
77,Vegetables,430,2.3,30.0,26.0,1.3,30.8,345,277,Dinner,831,68,Male,3511
295,Vegetables,328,19.0,77.2,13.6,6.2,16.7,951,32,Snack,451,68,Male,3555
799,Fruits,124,45.5,72.7,38.2,1.4,45.4,867,131,Lunch,404,45,Female,4901
518,Fruits,173,35.3,41.6,9.6,7.8,45.4,799,153,Breakfast,632,68,Male,2522
206,Meat,434,22.2,32.2,46.4,3.2,7.9,631,281,Dinner,156,73,Female,1054
24,Fruits,282,27.4,94.7,4.4,7.4,4.7,151,7,Lunch,927,78,Female,3012
296,Snacks,241,12.2,95.0,33.0,0.5,48.2,346,146,Snack,394,28,Male,2023
469,Vegetables,83,25.3,84.5,39.1,5.8,45.2,584,180,Breakfast,374,43,Female,3552
510,Snacks,582,19.1,44.1,18.4,5.9,23.1,961,115,Lunch,360,50,Female,3415
204,Dairy,569,17.6,41.5,17.4,6.5,25.5,344,188,Breakfast,992,18,Female,2526
476,Snacks,528,37.2,75.1,3.4,7.5,32.1,735,134,Snack,598,80,Male,2595
719,Fruits,164,8.3,84.7,13.1,3.9,48.4,254,259,Dinner,879,25,Male,1081
472,Dairy,437,2.2,73.9,19.1,3.7,41.0,998,238,Lunch,630,52,Male,3041
179,Dairy,548,20.6,53.5,4.5,5.0,24.8,299,247,Snack,285,53,Female,1118
775,Snacks,467,40.2,77.4,11.8,1.5,2.7,898,263,Lunch,884,80,Female,2532
442,Vegetables,403,44.4,36.9,44.8,5.0,32.2,295,205,Snack,717,28,Male,1010
295,Dairy,269,20.0,25.4,11.2,8.9,37.7,623,128,Snack,970,63,Female,1052
30,Fruits,95,15.3,10.6,16.6,0.3,23.9,249,282,Dinner,625,47,Female,8221
724,Fruits,50,10.6,26.3,11.6,3.5,12.2,652,0,Lunch,216,70,Male,2570
961,Dairy,154,21.0,49.5,14.4,8.2,3.9,855,281,Breakfast,683,60,Female,8232
945,Dairy,252,49.8,14.2,18.5,6.5,28.4,542,156,Breakfast,621,55,Male,3532
349,Grains,165,14.3,21.6,6.5,5.4,32.9,159,99,Breakfast,536,40,Female,1015
816,Meat,160,4.1,88.8,11.1,9.5,2.6,870,293,Snack,945,72,Male,3532
613,Dairy,505,5.5,59.5,23.2,1.1,25.2,340,178,Snack,236,27,Female,8211
664,Meat,74,6.7,63.4,25.2,7.9,43.9,165,270,Snack,604,55,Male,1038
732,Meat,570,42.9,74.7,25.7,4.5,48.8,722,220,Dinner,825,80,Male,3025
417,Grains,322,42.4,29.6,16.1,4.4,21.3,69,197,Breakfast,405,44,Female,3076
689,Beverages,237,30.9,39.7,16.9,1.3,43.6,989,26,Snack,466,57,Male,3039
69,Snacks,83,14.1,50.8,12.9,9.9,31.9,702,110,Breakfast,402,31,Male,3411
934,Dairy,488,21.3,14.7,19.9,1.7,26.3,894,182,Snack,401,65,Female,7411
399,Beverages,180,6.9,89.6,29.2,1.9,44.9,764,113,Snack,951,19,Male,3583
478,Dairy,594,9.1,16.6,2.1,3.8,46.7,837,97,Dinner,650,23,Female,1018
641,Fruits,441,17.7,14.5,11.2,1.9,27.8,999,56,Snack,758,45,Female,1044
899,Meat,167,9.6,36.5,12.5,3.5,13.5,928,288,Dinner,781,71,Male,6828
251,Meat,336,26.5,91.5,35.5,9.9,29.3,29,188,Lunch,729,68,Male,1331
291,Vegetables,348,4.0,57.6,4.9,3.4,33.5,738,55,Dinner,846,57,Male,3505
268,Vegetables,234,10.1,30.2,44.6,6.9,42.5,432,228,Breakfast,390,40,Male,4800
279,Grains,315,49.6,79.0,9.0,4.4,4.2,407,281,Dinner,284,80,Male,1032
452,Dairy,300,45.3,39.1,10.8,5.4,7.2,356,181,Lunch,753,19,Female,2554
986,Meat,597,45.0,90.1,39.1,1.5,48.8,128,27,Lunch,277,70,Male,1099
600,Beverages,73,4.1,43.1,14.2,7.4,11.0,317,87,Lunch,995,74,Male,2579
193,Snacks,467,16.4,68.1,7.9,6.2,22.0,949,104,Breakfast,257,34,Male,5651
928,Dairy,211,48.8,93.5,46.0,8.6,13.4,987,6,Lunch,641,29,Male,3020
898,Fruits,133,33.9,62.3,21.9,5.3,0.7,116,221,Dinner,955,76,Male,2588
962,Grains,535,1.6,45.1,6.2,6.5,37.9,709,257,Breakfast,191,35,Female,3538
322,Snacks,441,42.3,82.7,5.2,9.2,22.6,605,260,Dinner,154,80,Male,3070
28,Dairy,278,8.8,7.6,24.1,8.6,7.9,283,275,Dinner,912,21,Female,2612
761,Dairy,385,44.2,11.8,31.2,3.3,17.6,948,262,Breakfast,275,36,Female,2555
911,Beverages,278,5.8,88.8,19.3,8.8,9.6,973,38,Breakfast,840,79,Male,3553
765,Snacks,474,19.5,56.5,13.8,3.2,8.2,713,18,Snack,507,71,Female,3033
