User_ID,Category,Calories..kcal.,Protein..g.,Carbohydrates..g.,Fat..g.,Fiber..g.,Sugars..g.,Sodium..mg.,Cholesterol..mg.,Meal_Type,Water_Intake..ml.,age,gender,zip_code
573,Fruits,473,32.1,77.6,49.8,0.3,30.0,7,208,Dinner,981,50.0,Male,2535.0
53,Beverages,518,33.1,99.9,37.5,8.0,32.7,48,100,Dinner,987,20.0,Female,2025.0
161,Dairy,405,24.7,7.6,45.0,4.5,11.4,797,74,Dinner,725,45.0,Male,8440.0
938,Dairy,249,42.9,13.7,28.9,7.5,2.2,666,129,Breakfast,319,65.0,Female,7810.0
534,Meat,521,1.5,27.7,16.8,5.1,27.9,0,157,Lunch,558,70.0,Male,3565.0
609,Dairy,209,14.4,49.1,15.7,0.2,45.3,421,280,Dinner,124,55.0,Male,2595.0
531,Fruits,263,10.9,96.8,43.1,5.4,19.6,707,40,Dinner,950,70.0,Female,3050.0
608,Fruits,127,12.3,18.1,13.5,1.4,4.5,330,59,Breakfast,490,55.0,Male,3110.0
222,Beverages,154,34.3,96.9,31.2,9.4,18.8,509,297,Breakfast,803,30.0,Female,3535.0
505,Vegetables,526,48.5,8.1,45.8,3.6,15.6,842,229,Snack,855,55.0,Male,3000.0
907,Meat,328,24.7,75.1,5.8,2.7,10.3,338,169,Breakfast,589,80.0,Female,2515.0
606,Snacks,76,41.7,42.2,42.8,4.6,15.4,608,53,Breakfast,813,70.0,Male,2020.0
350,Beverages,410,14.8,82.2,30.8,4.3,1.2,458,112,Dinner,288,25.0,Male,3530.0
931,Meat,508,31.4,21.6,34.2,0.5,27.6,310,107,Breakfast,866,30.0,Male,3510.0
360,Meat,273,40.2,27.4,15.4,6.2,39.8,181,160,Snack,153,30.0,Female,7520.0
668,Vegetables,110,24.0,23.5,28.9,5.8,49.2,152,128,Lunch,919,55.0,Male,2510.0
832,Beverages,353,16.1,8.5,47.5,1.5,17.0,986,57,Snack,817,65.0,Male,4800.0
542,Beverages,320,22.6,11.0,26.4,1.5,22.5,412,97,Snack,753,40.0,Male,4805.0
488,Grains,105,25.9,80.2,32.6,9.1,13.7,808,229,Dinner,488,25.0,Female,3590.0
546,Grains,507,13.6,54.0,2.0,1.3,10.4,667,42,Dinner,957,55.0,Female,2000.0
101,Fruits,243,12.9,97.9,28.8,3.7,47.4,966,47,Lunch,220,45.0,Male,1020.0
61,Snacks,266,26.6,70.1,41.9,5.6,46.8,931,260,Lunch,919,40.0,Male,2505.0
303,Grains,194,25.4,41.2,29.6,3.6,42.2,676,160,Dinner,192,80.0,Male,1010.0
912,Dairy,215,43.6,16.2,31.3,4.0,30.6,666,129,Lunch,229,65.0,Female,4810.0
496,Dairy,261,41.1,24.9,37.8,0.2,13.3,500,206,Lunch,731,50.0,Male,9730.0
624,Beverages,457,27.9,61.1,22.9,8.3,4.9,968,1,Snack,258,35.0,Male,3550.0
92,Vegetables,137,18.9,55.3,18.0,4.2,14.1,316,107,Snack,882,40.0,Male,2520.0
718,Beverages,474,43.6,14.9,37.5,1.9,20.3,371,129,Snack,921,40.0,Male,3005.0
914,Beverages,521,33.3,67.2,29.0,5.0,43.0,270,265,Lunch,380,45.0,Female,3530.0
231,Grains,262,29.6,34.9,14.5,7.4,19.2,395,118,Snack,348,35.0,Female,3015.0
569,Beverages,554,5.7,81.3,31.3,8.7,8.6,438,200,Snack,802,50.0,Male,4815.0
330,Dairy,337,6.1,75.3,35.8,3.8,14.4,893,174,Dinner,579,75.0,Male,3405.0
244,Beverages,202,18.4,85.2,32.4,3.4,20.2,470,285,Snack,827,70.0,Female,1055.0
539,Meat,135,18.5,11.4,23.1,0.1,34.4,499,207,Dinner,466,25.0,Male,1115.0
96,Meat,576,45.2,84.6,12.9,2.5,20.4,286,5,Lunch,854,75.0,Female,5210.0
874,Meat,279,39.6,82.7,48.5,8.7,24.4,269,7,Lunch,567,45.0,Female,3130.0
793,Dairy,234,2.0,65.3,24.5,3.9,4.5,977,99,Breakfast,388,40.0,Female,3540.0
288,Grains,518,41.2,39.5,17.5,3.4,30.6,243,9,Snack,103,60.0,Female,3005.0
336,Meat,328,2.7,48.9,8.7,1.7,1.7,484,26,Lunch,234,75.0,Male,3020.0
721,Dairy,255,35.8,25.3,18.0,2.2,42.2,815,248,Lunch,821,35.0,Female,9400.0
262,Grains,375,10.6,48.9,26.6,4.9,4.5,953,249,Snack,211,30.0,Female,9990.0
654,Vegetables,236,2.7,13.5,28.1,2.5,14.6,902,19,Dinner,528,70.0,Male,1060.0
197,Dairy,335,17.9,66.1,18.0,8.7,41.3,379,102,Snack,244,65.0,Male,1070.0
210,Snacks,180,29.8,68.6,22.5,9.3,32.8,800,171,Snack,121,20.0,Male,3030.0
943,Vegetables,115,3.7,54.5,40.4,9.5,32.5,848,60,Lunch,445,20.0,Female,3055.0
449,Fruits,98,21.0,52.5,9.6,0.4,13.0,895,39,Lunch,578,65.0,Male,1020.0
171,Fruits,334,6.9,62.1,45.6,7.7,42.6,44,270,Dinner,904,30.0,Female,1075.0
790,Snacks,362,34.6,92.6,14.5,6.7,36.0,849,135,Snack,292,75.0,Male,3010.0
931,Meat,450,19.9,14.7,19.9,2.4,37.5,243,60,Lunch,144,40.0,Male,3400.0
52,Grains,455,4.9,68.2,24.0,1.0,46.8,963,110,Breakfast,558,60.0,Male,2520.0
158,Meat,459,29.5,53.4,10.4,1.1,3.8,613,160,Dinner,361,45.0,Female,7410.0
180,Vegetables,317,41.0,79.4,12.3,2.0,22.5,990,147,Dinner,684,50.0,Female,3810.0
74,Beverages,525,31.5,57.6,29.7,8.5,10.8,941,168,Dinner,665,45.0,Female,3035.0
676,Beverages,292,30.1,75.8,3.4,9.6,14.9,663,278,Dinner,220,25.0,Female,1050.0
424,Grains,120,30.0,95.4,48.6,9.2,45.6,352,107,Lunch,432,30.0,Male,7810.0
879,Dairy,282,2.5,72.7,47.7,3.6,0.7,977,174,Dinner,736,70.0,Female,3540.0
806,Fruits,480,15.9,86.9,46.5,0.9,38.3,667,28,Breakfast,844,60.0,Male,1100.0
631,Dairy,362,3.2,34.7,27.3,8.3,2.5,345,2,Snack,681,25.0,Male,3020.0
67,Vegetables,111,38.1,24.9,28.0,6.8,5.5,148,177,Breakfast,712,30.0,Male,2575.0
71,Dairy,545,47.4,92.8,30.1,9.5,6.8,541,214,Lunch,734,60.0,Male,3055.0
6,Fruits,361,24.5,48.5,18.3,2.9,32.0,192,280,Snack,552,60.0,Female,3560.0
299,Snacks,343,30.3,9.9,43.6,7.0,18.7,250,280,Dinner,387,60.0,Male,2570.0
410,Beverages,116,28.9,25.3,48.7,0.2,42.0,51,93,Breakfast,591,70.0,Male,1115.0
2,Snacks,239,26.1,68.2,34.9,6.7,45.8,835,282,Snack,942,45.0,Male,3030.0
554,Snacks,226,24.6,38.0,4.2,2.9,6.7,707,291,Breakfast,387,55.0,Female,3045.0
94,Snacks,131,20.6,21.0,38.6,3.8,46.3,564,201,Lunch,835,50.0,Female,8460.0
941,Vegetables,490,24.5,98.5,25.5,2.5,48.1,338,195,Dinner,786,70.0,Male,1040.0
559,Dairy,350,21.6,31.8,16.1,4.0,2.1,421,229,Breakfast,930,40.0,Male,7810.0
979,Grains,516,11.1,72.4,8.2,6.7,47.7,784,41,Dinner,548,20.0,Female,1310.0
166,Vegetables,518,13.1,77.4,48.7,3.8,22.7,628,76,Dinner,412,60.0,Male,2610.0
435,Dairy,435,45.3,60.4,37.5,5.8,22.7,671,35,Snack,247,55.0,Male,3505.0
956,Meat,452,46.6,28.7,19.9,5.8,40.3,109,234,Lunch,135,20.0,Female,2555.0
567,Beverages,366,38.4,87.8,7.1,6.1,26.1,906,150,Dinner,528,55.0,Male,1115.0
762,Fruits,494,36.5,43.9,10.5,4.0,44.6,218,299,Snack,695,25.0,Male,3505.0
445,Dairy,52,9.3,15.4,5.4,5.4,13.4,418,0,Snack,564,80.0,Male,9750.0
80,Meat,330,17.4,85.2,33.5,1.2,21.1,997,291,Lunch,813,40.0,Male,3035.0
685,Grains,540,44.4,57.7,27.9,1.3,25.3,106,67,Snack,177,55.0,Male,3045.0
913,Beverages,410,19.7,63.0,37.7,7.6,8.2,512,206,Breakfast,617,40.0,Female,8910.0
724,Snacks,550,27.3,58.9,37.2,6.8,2.7,702,112,Dinner,605,20.0,Male,4800.0
883,Snacks,355,3.5,27.9,21.8,6.3,8.4,291,115,Snack,286,20.0,Female,3505.0
194,Dairy,413,10.0,38.9,2.2,2.3,46.3,386,203,Snack,171,30.0,Male,2570.0
938,Dairy,500,34.6,15.8,21.9,3.7,44.8,92,47,Breakfast,643,75.0,Female,4805.0
930,Meat,532,46.9,36.1,34.2,9.7,34.8,952,20,Dinner,522,75.0,Female,4815.0
166,Snacks,183,14.7,48.5,3.7,5.4,29.9,109,229,Dinner,932,50.0,Female,1010.0
640,Snacks,197,2.2,53.2,15.3,0.7,36.8,624,185,Dinner,787,35.0,Male,1000.0
948,Grains,600,49.2,43.6,10.4,0.2,46.9,280,41,Lunch,823,25.0,Male,1050.0
590,Dairy,61,8.6,46.3,27.3,6.6,1.7,986,66,Dinner,456,65.0,Male,3575.0
827,Dairy,510,17.9,84.7,1.6,0.4,11.2,847,82,Dinner,736,30.0,Female,3515.0
598,Grains,333,33.0,90.9,46.2,3.6,46.3,781,17,Breakfast,174,55.0,Female,1060.0
340,Snacks,326,22.2,55.1,14.9,6.3,2.8,809,234,Dinner,740,70.0,Male,1065.0
533,Dairy,559,34.7,75.7,10.7,5.6,14.0,114,77,Dinner,502,75.0,Male,7425.0
779,Grains,450,24.0,42.0,3.6,1.9,38.9,665,28,Dinner,554,80.0,Female,3580.0
610,Fruits,180,19.6,35.4,13.1,0.1,34.4,223,97,Dinner,220,80.0,Male,1065.0
467,Dairy,271,36.3,20.2,45.6,4.7,42.7,309,240,Lunch,841,20.0,Female,3000.0
335,Snacks,183,18.8,72.4,13.9,3.7,24.3,848,246,Dinner,528,25.0,Female,2565.0
679,Dairy,191,28.1,81.8,4.4,1.6,8.1,828,230,Dinner,680,45.0,Male,1030.0
268,Grains,296,1.2,30.7,28.5,6.4,9.2,760,213,Dinner,138,50.0,Male,9990.0
48,Beverages,471,46.0,18.4,11.1,4.9,15.8,336,245,Breakfast,153,75.0,Female,2015.0
310,Dairy,258,15.6,49.1,37.2,0.7,43.5,291,288,Breakfast,507,20.0,Male,3110.0
866,Meat,117,37.6,13.9,20.5,5.7,11.3,853,26,Dinner,660,50.0,Male,3555.0
34,Dairy,68,46.0,73.5,43.0,2.6,33.7,190,42,Lunch,380,30.0,Female,3500.0
440,Beverages,507,14.0,33.5,3.2,7.8,45.2,685,274,Dinner,952,80.0,Male,3560.0
985,Beverages,346,36.7,87.0,30.3,3.8,20.7,959,158,Dinner,389,75.0,Male,1095.0
328,Vegetables,475,11.8,63.2,27.0,4.7,18.0,96,253,Dinner,988,70.0,Male,2520.0
293,Fruits,145,29.8,50.4,16.3,5.3,0.8,708,201,Snack,266,75.0,Male,3580.0
94,Grains,466,17.3,65.2,28.2,3.1,10.1,74,43,Breakfast,432,30.0,Male,3510.0
551,Meat,114,36.2,78.0,48.4,9.0,42.3,779,259,Dinner,981,75.0,Male,2600.0
262,Grains,273,1.9,73.0,8.6,1.6,4.3,805,60,Lunch,307,75.0,Female,4810.0
372,Vegetables,270,44.7,66.3,48.0,7.9,18.4,500,241,Breakfast,502,70.0,Male,1115.0
829,Snacks,197,32.9,17.4,1.0,9.5,36.3,265,262,Dinner,773,20.0,Male,3575.0
783,Vegetables,490,42.6,82.2,15.5,8.6,24.0,908,52,Snack,145,70.0,Female,3555.0
7,Beverages,260,47.0,38.9,3.8,1.6,38.4,614,50,Lunch,862,55.0,Male,3045.0
99,Fruits,348,7.3,42.3,7.6,9.8,48.0,637,251,Breakfast,964,40.0,Female,1065.0
730,Beverages,149,8.3,42.3,41.4,1.5,17.0,807,61,Snack,850,75.0,Male,1050.0
393,Vegetables,405,46.2,11.5,16.1,0.0,33.8,31,286,Snack,175,30.0,Male,3555.0
40,Vegetables,516,27.1,8.6,33.6,2.2,32.1,230,196,Snack,265,80.0,Male,7820.0
445,Grains,400,1.9,67.5,11.5,2.4,46.8,316,156,Lunch,128,45.0,Male,9990.0
403,Fruits,594,11.2,91.8,7.4,5.6,27.3,575,37,Breakfast,925,30.0,Female,2595.0
739,Beverages,114,25.5,32.2,15.1,7.6,21.1,129,155,Snack,482,70.0,Male,1070.0
529,Beverages,311,37.0,8.6,3.3,7.8,2.4,752,131,Breakfast,569,70.0,Female,2010.0
85,Fruits,176,23.0,67.7,19.1,7.3,37.4,650,280,Breakfast,284,65.0,Male,7410.0
559,Snacks,226,31.8,39.6,25.1,5.9,20.6,279,267,Lunch,250,50.0,Female,5910.0
25,Meat,190,46.9,56.4,42.2,1.2,5.3,274,52,Dinner,852,55.0,Male,3565.0
766,Meat,469,45.6,62.6,8.1,7.3,20.6,77,262,Lunch,395,50.0,Female,4810.0
354,Beverages,64,9.0,18.5,48.2,9.0,34.3,90,69,Lunch,187,60.0,Male,3555.0
362,Dairy,496,39.8,26.2,16.3,1.1,21.7,555,179,Dinner,731,65.0,Female,3820.0
740,Meat,131,18.8,24.2,34.3,4.3,32.4,322,192,Snack,884,50.0,Male,2630.0
426,Vegetables,154,42.4,96.8,42.5,8.7,32.3,326,67,Dinner,141,25.0,Male,2015.0
969,Meat,585,45.0,74.7,36.1,7.4,11.1,432,201,Breakfast,890,70.0,Male,3010.0
528,Vegetables,167,28.4,17.8,27.8,6.8,20.0,927,45,Lunch,842,60.0,Female,3570.0
757,Vegetables,351,4.6,80.5,26.5,7.2,27.6,322,202,Breakfast,930,60.0,Male,2540.0
346,Beverages,567,31.7,51.1,9.7,4.2,20.5,421,130,Snack,994,40.0,Female,3575.0
762,Vegetables,528,22.3,68.7,41.2,6.0,26.7,9,294,Lunch,647,25.0,Female,3575.0
135,Meat,512,29.5,43.5,43.7,3.3,44.6,471,25,Snack,456,30.0,Male,9700.0
982,Grains,568,47.2,55.4,13.5,9.7,45.0,327,180,Snack,748,75.0,Male,2610.0
682,Beverages,229,38.6,66.5,18.2,8.5,36.7,208,164,Dinner,598,65.0,Female,1065.0
31,Meat,190,14.4,54.2,4.6,1.7,28.0,853,159,Snack,903,35.0,Male,1050.0
8,Meat,141,14.9,45.3,11.8,8.8,28.5,968,153,Lunch,862,55.0,Female,3550.0
67,Beverages,231,44.2,6.6,37.1,9.5,44.7,792,93,Breakfast,340,20.0,Female,3525.0
12,Grains,279,36.1,55.2,13.3,9.3,23.2,10,123,Dinner,501,55.0,Male,3415.0
235,Grains,467,23.6,93.4,11.8,1.9,12.1,162,42,Dinner,195,25.0,Female,3010.0
710,Dairy,240,19.4,22.4,8.2,2.6,46.0,186,227,Breakfast,575,30.0,Female,1085.0
931,Snacks,486,25.3,56.0,30.5,7.2,15.5,702,62,Breakfast,525,75.0,Female,3050.0
453,Snacks,147,41.7,66.6,45.3,7.7,32.3,817,119,Breakfast,415,50.0,Male,3575.0
782,Meat,142,38.6,59.9,30.2,8.3,12.3,16,40,Snack,483,65.0,Female,3580.0
745,Dairy,461,44.1,28.9,30.7,7.5,44.0,997,149,Breakfast,758,40.0,Female,9720.0
866,Vegetables,588,38.1,93.9,16.1,1.9,40.9,421,232,Lunch,732,50.0,Male,3515.0
416,Grains,322,42.4,29.6,18.5,3.2,6.2,346,147,Breakfast,975,25.0,Male,1065.0
883,Snacks,509,41.5,33.5,12.0,1.4,37.5,754,26,Lunch,505,35.0,Male,1035.0
965,Fruits,455,11.5,97.3,4.1,9.8,1.7,191,166,Breakfast,406,45.0,Female,4900.0
230,Fruits,95,45.4,70.9,37.7,1.1,37.3,741,47,Snack,982,65.0,Female,1030.0
529,Dairy,310,21.6,92.0,24.3,1.0,20.4,47,62,Breakfast,614,70.0,Male,3565.0
712,Beverages,551,44.1,12.8,31.7,7.2,18.4,110,53,Snack,213,20.0,Male,3595.0
954,Dairy,292,46.4,99.2,38.5,7.1,15.6,259,224,Breakfast,421,45.0,Female,2025.0
285,Meat,283,19.5,56.8,32.5,5.8,22.3,971,70,Lunch,177,60.0,Male,3060.0
651,Vegetables,51,34.3,46.6,38.4,9.7,12.7,675,18,Lunch,757,75.0,Female,9745.0
75,Snacks,396,43.0,81.7,16.1,4.7,9.5,336,292,Dinner,661,20.0,Male,1035.0
724,Grains,469,47.3,58.1,5.3,7.8,15.9,762,63,Breakfast,215,35.0,Male,3590.0
297,Snacks,302,45.9,74.5,32.8,2.7,42.6,905,171,Lunch,171,70.0,Female,4805.0
866,Vegetables,444,45.8,63.0,16.2,4.4,21.4,41,118,Lunch,883,65.0,Female,2500.0
152,Vegetables,318,40.2,58.4,34.8,0.7,42.6,904,143,Lunch,544,65.0,Male,3070.0
398,Dairy,282,31.7,65.4,46.6,4.3,15.9,687,221,Breakfast,317,70.0,Female,3035.0
808,Dairy,596,42.0,25.7,36.8,6.9,7.3,479,188,Dinner,977,25.0,Female,3075.0
611,Fruits,269,9.1,35.1,33.2,2.6,0.1,842,130,Lunch,317,40.0,Male,1080.0
436,Snacks,210,13.4,95.0,1.6,0.6,8.7,310,283,Dinner,411,40.0,Female,3015.0
112,Vegetables,336,22.7,51.5,37.0,0.5,43.8,538,210,Breakfast,895,35.0,Male,2015.0
424,Snacks,237,39.6,95.2,9.5,8.8,33.2,936,16,Dinner,905,55.0,Male,3580.0
249,Snacks,77,16.5,40.9,23.6,6.4,8.9,674,81,Snack,356,45.0,Female,3410.0
910,Snacks,171,26.2,66.1,39.1,3.1,43.4,304,58,Breakfast,589,75.0,Male,1065.0
646,Beverages,531,12.3,92.2,23.9,0.6,45.8,319,42,Snack,401,60.0,Male,2515.0
892,Snacks,179,22.4,42.8,28.5,6.6,9.0,328,271,Lunch,646,50.0,Female,2505.0
373,Dairy,225,17.9,49.2,30.6,4.7,17.5,126,229,Lunch,817,40.0,Female,3510.0
710,Vegetables,407,45.1,79.1,32.4,8.5,19.0,911,7,Lunch,195,60.0,Female,3550.0
367,Dairy,320,23.7,99.1,20.8,1.5,18.8,698,116,Lunch,469,75.0,Female,3530.0
89,Vegetables,542,23.4,27.5,32.6,6.4,27.9,2,157,Breakfast,574,75.0,Female,1010.0
994,Vegetables,419,28.0,56.4,27.1,1.8,18.1,937,33,Lunch,368,60.0,Female,1065.0
75,Beverages,569,49.3,80.1,23.8,6.8,1.6,970,294,Snack,470,75.0,Male,4560.0
127,Vegetables,307,5.1,55.0,10.0,8.5,17.4,812,19,Lunch,496,55.0,Male,1085.0
374,Meat,57,22.3,47.3,10.2,7.5,38.3,904,245,Breakfast,817,30.0,Female,1090.0
936,Meat,187,41.1,35.6,17.8,6.9,1.5,296,298,Dinner,737,80.0,Female,6510.0
128,Grains,285,27.5,16.8,45.1,2.4,33.4,741,210,Breakfast,247,40.0,Male,3420.0
392,Dairy,117,17.1,58.3,28.6,0.3,42.3,376,262,Snack,872,70.0,Male,2535.0
957,Vegetables,325,25.8,92.3,45.6,4.9,20.8,835,201,Breakfast,111,40.0,Male,4810.0
328,Snacks,321,11.1,76.7,37.0,2.1,13.7,851,11,Breakfast,365,80.0,Female,1040.0
147,Grains,363,40.2,80.4,22.6,2.9,3.9,244,48,Breakfast,395,35.0,Female,3535.0
54,Meat,111,21.6,61.3,6.1,8.6,9.1,211,288,Breakfast,600,40.0,Male,3575.0
180,Fruits,407,37.6,60.0,16.5,5.2,48.4,385,297,Dinner,861,25.0,Male,8230.0
149,Vegetables,495,4.3,69.3,30.9,0.3,3.6,403,58,Snack,988,20.0,Male,1070.0
866,Vegetables,588,49.9,45.4,39.4,1.5,5.2,699,157,Breakfast,492,20.0,Female,1020.0
128,Grains,285,40.0,29.6,32.7,8.1,48.8,458,85,Breakfast,806,45.0,Male,3045.0
432,Grains,287,10.9,15.0,23.0,3.8,6.2,933,259,Lunch,531,20.0,Female,2505.0
300,Meat,258,48.0,38.0,34.6,2.9,19.4,299,84,Breakfast,641,75.0,Female,2510.0
442,Fruits,244,46.7,78.5,48.3,1.4,15.6,93,191,Snack,463,25.0,Male,1075.0
346,Snacks,449,33.4,59.7,49.8,1.3,49.8,677,37,Snack,889,50.0,Male,2505.0
368,Vegetables,117,40.3,35.0,22.7,1.7,19.4,993,194,Dinner,433,50.0,Female,3200.0
104,Meat,186,27.0,45.6,17.6,0.2,23.4,362,229,Breakfast,781,40.0,Male,5040.0
184,Snacks,546,31.6,69.9,41.7,0.5,35.4,429,40,Lunch,918,65.0,Male,1060.0
593,Fruits,480,1.4,27.7,41.2,8.9,42.7,80,36,Dinner,240,60.0,Male,8230.0
375,Grains,144,44.6,84.4,34.6,2.9,30.1,124,207,Dinner,347,60.0,Male,1025.0
397,Grains,490,7.2,36.2,49.1,0.8,18.1,882,22,Snack,766,30.0,Male,1090.0
527,Dairy,507,25.5,15.3,6.2,0.1,46.0,727,288,Lunch,186,45.0,Male,6530.0
158,Beverages,218,49.0,14.7,45.0,0.3,41.1,152,254,Lunch,645,35.0,Female,1090.0
140,Snacks,275,39.2,24.9,42.5,4.6,28.7,145,240,Dinner,228,60.0,Male,2595.0
592,Beverages,139,5.0,14.1,49.0,0.4,49.7,460,63,Lunch,170,80.0,Female,3025.0
19,Vegetables,91,11.6,78.2,37.2,6.6,22.3,539,114,Dinner,540,45.0,Male,9900.0
149,Vegetables,457,30.8,29.5,13.5,3.7,46.7,326,256,Breakfast,622,30.0,Male,2015.0
90,Fruits,224,48.8,93.9,14.4,2.7,18.0,480,45,Dinner,337,75.0,Male,2505.0
948,Vegetables,145,49.7,78.0,33.1,3.2,4.2,606,234,Breakfast,740,25.0,Female,1085.0
586,Meat,84,40.0,86.5,49.6,1.9,29.2,44,106,Snack,653,30.0,Female,3070.0
533,Meat,396,16.3,22.8,28.0,8.4,45.2,612,41,Breakfast,100,50.0,Female,1030.0
896,Meat,557,1.8,32.3,14.6,6.7,7.0,160,252,Lunch,350,35.0,Male,3540.0
59,Dairy,93,4.2,56.5,26.3,2.2,45.1,91,174,Breakfast,134,60.0,Female,7425.0
938,Grains,286,7.4,94.7,45.4,9.4,24.9,9,147,Lunch,732,20.0,Male,4560.0
6,Meat,277,14.9,11.0,23.7,4.7,13.9,283,149,Breakfast,808,75.0,Male,4810.0
54,Beverages,533,44.6,21.6,48.1,2.9,42.9,274,85,Dinner,542,75.0,Female,3540.0
843,Snacks,366,20.9,6.1,14.3,1.6,0.8,717,244,Dinner,840,30.0,Male,3575.0
305,Snacks,50,18.9,39.3,6.6,7.1,37.2,423,19,Snack,758,75.0,Female,1030.0
637,Fruits,581,12.5,74.2,27.8,0.3,36.8,831,191,Dinner,529,65.0,Male,3575.0
252,Vegetables,368,26.5,53.9,22.4,0.5,43.9,650,208,Snack,582,50.0,Male,3040.0
422,Beverages,463,30.8,63.2,47.9,6.6,10.6,464,37,Lunch,577,20.0,Male,1100.0
397,Dairy,250,41.1,58.2,13.5,9.7,19.8,455,275,Breakfast,624,30.0,Male,1070.0
615,Grains,449,16.6,90.5,22.9,3.1,16.8,166,121,Snack,979,35.0,Male,3040.0
612,Dairy,188,37.9,19.8,37.7,7.2,42.5,292,47,Snack,241,20.0,Female,2590.0
41,Snacks,191,33.1,50.8,7.9,7.5,9.5,176,115,Breakfast,303,50.0,Male,3515.0
513,Beverages,596,16.3,11.3,21.0,6.4,27.7,384,23,Snack,787,30.0,Male,1035.0
296,Dairy,181,11.4,86.1,14.4,9.2,24.3,984,7,Dinner,135,25.0,Female,1040.0
982,Beverages,412,21.7,6.0,25.6,3.5,4.4,909,122,Dinner,460,50.0,Male,3025.0
782,Snacks,269,29.6,39.6,25.1,4.8,29.9,878,49,Lunch,589,70.0,Female,1050.0
855,Grains,501,33.2,44.6,47.5,7.4,19.1,273,250,Dinner,374,35.0,Male,4460.0
216,Grains,255,8.2,41.4,23.7,0.8,41.2,533,59,Breakfast,529,30.0,Male,3510.0
902,Fruits,420,18.5,97.9,44.5,4.7,12.5,780,179,Lunch,138,60.0,Male,7605.0
246,Beverages,108,12.9,77.1,27.3,3.8,18.7,413,271,Snack,858,55.0,Female,4805.0
785,Fruits,223,43.5,57.6,14.7,6.1,11.5,259,81,Breakfast,577,25.0,Male,3055.0
109,Snacks,168,32.9,7.1,30.0,8.2,37.9,152,286,Lunch,109,25.0,Female,1080.0
634,Dairy,489,11.7,56.0,41.4,0.8,25.2,154,157,Breakfast,864,65.0,Male,2510.0
665,Snacks,389,8.2,51.0,22.6,0.3,19.7,529,105,Dinner,132,80.0,Female,7520.0
482,Beverages,130,43.2,43.7,13.6,5.8,33.1,809,271,Snack,862,30.0,Male,3060.0
56,Grains,218,15.2,38.5,16.3,4.6,5.7,101,253,Dinner,721,75.0,Female,2030.0
932,Fruits,241,6.4,82.5,19.8,3.8,34.6,197,259,Breakfast,241,75.0,Male,2515.0
188,Fruits,264,10.1,86.3,12.0,9.8,36.7,341,56,Breakfast,519,30.0,Female,3500.0
842,Grains,368,33.9,56.5,34.1,8.6,25.0,669,187,Lunch,871,50.0,Female,1040.0
363,Dairy,53,29.6,73.3,10.2,7.5,29.3,46,163,Lunch,596,40.0,Male,3570.0
684,Grains,60,35.0,13.5,21.3,2.0,24.3,346,189,Lunch,580,50.0,Female,3050.0
295,Dairy,109,29.7,73.3,47.4,9.8,42.3,791,192,Dinner,636,50.0,Male,3415.0
333,Vegetables,114,42.5,67.8,28.0,2.4,29.0,790,243,Lunch,477,55.0,Female,2010.0
774,Snacks,119,12.2,77.4,10.5,8.5,18.5,134,141,Breakfast,677,65.0,Male,2010.0
237,Vegetables,173,36.7,97.9,10.2,3.0,5.2,990,82,Snack,960,70.0,Female,3070.0
323,Dairy,362,33.0,80.6,48.3,0.8,15.6,9,268,Snack,458,25.0,Male,3110.0
591,Dairy,139,44.9,42.2,8.1,6.4,46.6,590,41,Dinner,433,20.0,Female,3550.0
28,Fruits,419,39.5,92.0,25.3,9.8,43.0,469,253,Lunch,772,35.0,Female,3520.0
340,Dairy,538,22.6,61.2,31.4,8.6,10.3,183,6,Lunch,967,45.0,Male,2005.0
903,Fruits,420,35.2,93.4,40.5,9.8,36.6,270,74,Lunch,314,45.0,Male,1010.0
488,Grains,105,43.8,32.4,31.2,9.8,42.1,317,157,Lunch,749,75.0,Female,3035.0
661,Meat,309,43.4,12.6,45.9,9.8,13.4,952,259,Lunch,118,35.0,Female,3410.0
59,Snacks,477,13.4,39.3,39.8,9.1,41.5,768,100,Breakfast,566,45.0,Female,1120.0
613,Beverages,157,5.4,14.1,3.3,3.5,37.4,407,246,Lunch,117,50.0,Male,1040.0
395,Beverages,241,32.1,25.3,38.3,0.2,10.1,621,9,Snack,653,20.0,Male,3070.0
308,Meat,562,18.0,78.4,30.7,7.0,46.0,784,230,Lunch,629,75.0,Female,2590.0
374,Dairy,468,29.7,38.4,10.1,8.1,36.8,1000,218,Dinner,484,75.0,Female,3520.0
164,Vegetables,401,2.6,92.8,26.8,1.3,19.6,84,112,Breakfast,708,45.0,Male,3415.0
495,Dairy,471,41.2,77.2,32.5,2.8,31.5,738,23,Breakfast,744,25.0,Female,7820.0
896,Dairy,194,31.8,13.3,49.1,8.5,23.3,256,88,Snack,994,75.0,Male,3410.0
98,Dairy,518,5.8,62.8,14.2,5.6,21.0,484,237,Dinner,232,25.0,Female,3410.0
732,Meat,168,9.9,70.5,40.8,2.6,20.5,391,78,Breakfast,396,45.0,Female,3020.0
974,Fruits,455,25.5,75.2,12.5,5.6,34.5,188,206,Breakfast,404,45.0,Male,2020.0
310,Beverages,219,40.4,67.2,33.1,9.4,21.6,225,228,Snack,141,60.0,Male,4380.0
636,Snacks,196,44.6,42.2,23.9,4.3,42.6,675,36,Breakfast,328,50.0,Female,3580.0
